id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
134,Vaporeon,シャワーズ,水伊布,Aquali,Water,Bubble Jet Pokémon,"It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours.",130,65,60,110,95,65,525,1 m,29 kg,Field,Water Absorb,Hydration,87.5:12.5,"['133', 'use Water Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/134.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/134.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/134.png,ชาเวอร์ส
135,Jolteon,サンダース,雷伊布,Voltali,Electric,Lightning Pokémon,"Its fur stands on end, becoming like needles it fires at enemies. Once they’re weakened, it finishes them off with a 10,000 volt shock.",65,65,60,110,95,130,525,0.8 m,24.5 kg,Field,Volt Absorb,Quick Feet,87.5:12.5,"['133', 'use Thunder Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/135.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/135.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/135.png,ซันเดอร์ส
136,Flareon,ブースター,火伊布,Pyroli,Fire,Flame Pokémon,"The flame chamber inside its body ignites when Flareon gets agitated, reaching temperatures of up to 1,650 degrees Fahrenheit.",65,130,60,95,110,65,525,0.9 m,25 kg,Field,Flash Fire,Guts,87.5:12.5,"['133', 'use Fire Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/136.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/136.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/136.png,บูสเตอร์
137,Porygon,ポリゴン,多边兽,Porygon,Normal,Virtual Pokémon,It was built 20 years ago by scientists who dreamed of exploring space. Their dreams have yet to come true.,65,60,70,85,75,40,395,0.8 m,36.5 kg,Mineral,"Trace, Download",Analytic,Genderless,,233(trade holding Upgrade),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/137.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/137.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/137.png,พอลิกอน
138,Omanyte,オムナイト,菊石兽,Amonita,"Rock, Water",Spiral Pokémon,"It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago.",35,40,100,90,55,35,355,0.4 m,7.5 kg,"Water 1, Water 3","Swift Swim, Shell Armor",Weak Armor,87.5:12.5,,139(Level 40),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/138.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/138.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/138.png,ออมไนต์
139,Omastar,オムスター,多刺菊石兽,Amonistar,"Rock, Water",Spiral Pokémon,It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs.,70,60,125,115,70,55,495,1 m,35 kg,"Water 1, Water 3","Swift Swim, Shell Armor",Weak Armor,87.5:12.5,"['138', 'Level 40']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/139.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/139.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/139.png,ออมสตาร์
140,Kabuto,カブト,化石盔,Kabuto,"Rock, Water",Shellfish Pokémon,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell.",30,80,90,55,45,55,355,0.5 m,11.5 kg,"Water 1, Water 3","Swift Swim, Battle Armor",Weak Armor,87.5:12.5,,141(Level 40),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/140.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/140.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/140.png,คาบูโตะ
141,Kabutops,カブトプス,镰刀盔,Kabutops,"Rock, Water",Shellfish Pokémon,"It swims at speeds of roughly 29 knots, quickly closing in on its prey and slashing into them with its scythes to finish them off.",60,115,105,65,70,80,495,1.3 m,40.5 kg,"Water 1, Water 3","Swift Swim, Battle Armor",Weak Armor,87.5:12.5,"['140', 'Level 40']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/141.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/141.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/141.png,คาบูท็อปส์
142,Aerodactyl,プテラ,化石翼龙,Ptéra,"Rock, Flying",Fossil Pokémon,"It flew through the open skies over the ancient continent as if they were its own. When it touched ground, its walk was weak and slow.",80,105,65,60,75,130,515,1.8 m,59 kg,Flying,"Rock Head, Pressure",Unnerve,87.5:12.5,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/142.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/142.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/142.png,พเทอรา
143,Snorlax,カビゴン,卡比兽,Ronflex,Normal,Sleeping Pokémon,"It has no interest in anything other than eating. Even if you climb up on its stomach while it’s napping, it doesn’t seem to mind at all!",160,110,65,65,110,30,540,2.1 m,460 kg,Monster,"Immunity, Thick Fat",Gluttony,87.5:12.5,"['446', 'high Friendship']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/143.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/143.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/143.png,คะบิโกะน
144,Articuno,フリーザー,急冻鸟,Artikodin,"Ice, Flying",Freeze Pokémon,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",90,85,100,95,125,85,580,1.7 m,55.4 kg,Undiscovered,Pressure,Snow Cloak,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/144.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/144.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/144.png,ฟุรีซา
145,Zapdos,サンダー,闪电鸟,Électhor,"Electric, Flying",Electric Pokémon,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,90,90,85,125,90,100,580,1.6 m,52.6 kg,Undiscovered,Pressure,Static,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/145.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/145.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/145.png,ซะนดา
146,Moltres,ファイヤー,火焰鸟,Sulfura,"Fire, Flying",Flame Pokémon,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",90,100,90,125,85,90,580,2 m,60 kg,Undiscovered,Pressure,Flame Body,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/146.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/146.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/146.png,ฟุอะอิยา
147,Dratini,ミニリュウ,迷你龙,Minidraco,Dragon,Dragon Pokémon,It sheds its skin—almost on a daily basis—and grows larger. Its skin is soft just after it’s been shed.,41,64,45,50,50,50,300,1.8 m,3.3 kg,"Water 1, Dragon",Shed Skin,Marvel Scale,50:50,,148(Level 30),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/147.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/147.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/147.png,มินิรุอุ
148,Dragonair,ハクリュー,哈克龙,Draco,Dragon,Dragon Pokémon,"Some say that if you see it at the start of the year, flying through the sky and twisting its body, you’ll be healthy all year long.",61,84,65,70,70,70,420,4 m,16.5 kg,"Water 1, Dragon",Shed Skin,Marvel Scale,50:50,"['147', 'Level 30']",149(Level 55),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/148.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/148.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/148.png,ฮะคุรู
149,Dragonite,カイリュー,快龙,Dracolosse,"Dragon, Flying",Dragon Pokémon,You’ll often hear tales of this kindhearted Pokémon rescuing people or Pokémon that are drowning.,91,134,95,100,100,80,600,2.2 m,210 kg,"Water 1, Dragon",Inner Focus,Multiscale,50:50,"['148', 'Level 55']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/149.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/149.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/149.png,ไคริว
150,Mewtwo,ミュウツー,超梦,Mewtwo,Psychic,Genetic Pokémon,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",106,110,90,154,90,130,680,2 m,122 kg,Undiscovered,Pressure,Unnerve,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/150.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/150.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/150.png,มิวทู
151,Mew,ミュウ,梦幻,Mew,Psychic,New Species Pokémon,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",100,100,100,100,100,100,600,0.4 m,4 kg,Undiscovered,Synchronize,,Genderless,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/151.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/151.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/151.png,มิว
152,Chikorita,チコリータ,菊草叶,Germignon,Grass,Leaf Pokémon,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",45,49,65,49,65,45,318,0.9 m,6.4 kg,"Monster, Grass",Overgrow,Leaf Guard,87.5:12.5,,153(Level 16),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/152.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/152.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/152.png,จิโคะรีทะ
153,Bayleef,ベイリーフ,月桂叶,Macronium,Grass,Leaf Pokémon,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,60,62,80,63,80,60,405,1.2 m,15.8 kg,"Monster, Grass",Overgrow,Leaf Guard,87.5:12.5,"['152', 'Level 16']",154(Level 32),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/153.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/153.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/153.png,เบะอิรีฟุ
154,Meganium,メガニウム,大竺葵,Méganium,Grass,Herb Pokémon,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",80,82,100,83,100,80,525,1.8 m,100.5 kg,"Monster, Grass",Overgrow,Leaf Guard,87.5:12.5,"['153', 'Level 32']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/154.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/154.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/154.png,เมะกะนิอุมุ
155,Cyndaquil,ヒノアラシ,火球鼠,Héricendre,Fire,Fire Mouse Pokémon,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",39,52,43,60,50,65,309,0.5 m,7.9 kg,Field,Blaze,Flash Fire,87.5:12.5,,156(Level 14),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/155.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/155.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/155.png,ฮิโนะอะระชิ
156,Quilava,マグマラシ,火岩鼠,Feurisson,Fire,Volcano Pokémon,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,58,64,58,80,65,80,405,0.9 m,19 kg,Field,Blaze,Flash Fire,87.5:12.5,"['155', 'Level 14']",157(Level 36),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/156.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/156.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/156.png,มะกุมะระชิ
157,Typhlosion,バクフーン,火暴兽,Typhlosion,Fire,Volcano Pokémon,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,78,84,78,109,85,100,534,1.7 m,79.5 kg,Field,Blaze,Flash Fire,87.5:12.5,"['156', 'Level 36']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/157.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/157.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/157.png,บะคุฟูน
